Timestamp	Full Name	University Of Manchester email address	Which faculty are you in?	How did you find out about this course?	Which programming languages do you use?	Which version control systems do you use?	Which software engineering techniques do you use?	Which course did you attend?	Please suggest one thing the instructor could have done to make this lesson more effective?	If you could pick one thing from the lesson to go over again, what would it be?	What other topics would you like to have covered in the lesson?	Do you have any other feedback?	How would you rate the course overall?
23-Oct-2019			Science and Engineering	Supervisor	Python, R	Git	Comments, Unit testing	Version control with Git and GitHub	Some bits were quite fast towards the end, maybe slow down a tiny bit	Branching	Gitlab or bitbucket	It was a good course, everything was explained very clearly	5
23-Oct-2019			Biology, Medicine and Health	StaffNet Learning and Development page	Python	None	Sub-programs (e.g. functions, subroutines, methods, procedures)	Version control with Git and GitHub	nothing	rebasing	-		5
23-Oct-2019			Science and Engineering	Research IT (Doug and Ian)	MATLAB, Python, R, Bash	Git	Comments, Code reviews	Version control with Git and GitHub	Use actual working code to see it in operation	n/a			4
23-Oct-2019			Science and Engineering	StaffNet Learning and Development page	Python	Git	Sub-programs (e.g. functions, subroutines, methods, procedures)	Version control with Git and GitHub	Offer coffee	Practising with our peers.		maybe giving the workshop in two have days would be better. 	5
23-Oct-2019			PSS	StaffNet Learning and Development page	None	None	None	Version control with Git and GitHub	Split over 2 days	Rebasing		Once I had an issue and I was trying to resolve that, i was then behind on everything else!	4
23-Oct-2019			Biology, Medicine and Health	Supervisor	C#	Git	Defensive programming	Version control with Git and GitHub	more in depth on branching strategy	changing commit history			5
23-Oct-2019			Science and Engineering	Word of mouth	Python	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Assertions (pre- and post-conditions)	Version control with Git and GitHub	"Rename it ""Git Mastery"""	Branching	Nothing	Great course, would recommend	5
23-Oct-2019			Science and Engineering	StaffNet Learning and Development page	Python, Bash	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures)	Version control with Git and GitHub	I can't think of anything :)	More time could have been spent on the difference between merging and rebasing and the relative merits of each.		These courses are really useful and it would be great if they were run more frequently.	5
23-Oct-2019			Humanities	Research IT newsletter (researchitnews.org)	MATLAB, R, Stata	None	None	Introduction to Python	Offer alternative IDE to show examples	The instructor was neat in presenting and explaining the topics	Use of alternative IDE	Good course, good presenter, happy to be attended, it was useful as for me.	5
24-Oct-2019			Biology, Medicine and Health	StaffNet Learning and Development page	MATLAB, Python, R	None	None	Version control with Git and GitHub	Dress as a super hero	Rebase	A bit more on GitHub and what you can do with it	Coffee and doughnuts would be nice	5
25-Oct-2019			Science and Engineering	Supervisor	MATLAB, Python	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to Python	N/A	Functions section	N/A		5
1-Nov-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB, Python	None	None	Introduction to Python	The 'creating function' topic was delivered in a little bit of rush	creating function			4
6-Nov-2019			Biology, Medicine and Health	StaffNet Learning and Development page	MATLAB, Python, R	None	None	Introduction to MATLAB	N/A	N/A	N/A	No	5
6-Nov-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB, C/C++	None	None	Introduction to MATLAB	Voice more emotional,because the teaching environment is dark and makes me sleepy.	Matlab using			4
6-Nov-2019			Science and Engineering	A University email list	MATLAB, Stata, Mathematica	Git, N/K	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to MATLAB	Explanation of commonly used words, i.e loops variables, array, string etc	How to make a loop and a useful example	what all the tabs mean	N/A	4
6-Nov-2019			Science and Engineering	StaffNet Learning and Development page	Python, Mathematica	None	None	Introduction to MATLAB	Split it into two session. 	Defining functions 	Not sure		4
6-Nov-2019			Biology, Medicine and Health	eProg training catalogue	MATLAB, R	None	None	Introduction to MATLAB	Could have talked through the exercises after we've tried completing (but obviously this is time permitting and can be done in our own time)	looping multiple subjects 			4
6-Nov-2019			Biology, Medicine and Health	Supervisor	MATLAB	None	None	Introduction to MATLAB	The stuff before lunch was really easy to understand and went at a good pace - after lunch way more complex stuff was covered too fast	Loops and nested loops	n/a	Maybe split into 2/3 sessions rather than just one?	3
6-Nov-2019			Biology, Medicine and Health	Supervisor	MATLAB	None	None	Introduction to MATLAB	Split the course over two days	creating conditions and functions	-	-	5
6-Nov-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB	Git	None	Introduction to MATLAB	N/A	writing matlab script		the session is too long, 2 half day sessions would be great for someone new to Matlab	4
6-Nov-2019			Biology, Medicine and Health	StaffNet Learning and Development page	None	None	None	Introduction to MATLAB	split day into 2 sessions	writing scripts 		The room was cold	3
6-Nov-2019			PSS	Word of mouth	MATLAB	Git	Comments	Introduction to MATLAB	Use real world data sets like climate change temperatures. It would make interesting plots.	Analysing data from multiple files was little difficult.	Some comparison with GNU Octave.	Very clear. Excellent pace.	5
7-Nov-2019			Biology, Medicine and Health	University training catelogue	Python, R, SPSS	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Defensive programming	Introduction to MATLAB	Perhaps have made it clearer that the data in the inflammation file contained only inflammation readings all measured in the same units	Defensive programming	The symbolic mathematics add-in 	Good notes, well-paced instruction	4
13-Nov-2019			Science and Engineering	A University email list	Python	None	None	Introduction to HPC using CSF	No	No			4
13-Nov-2019			Biology, Medicine and Health	Supervisor	Python, R	None	None	Introduction to HPC using CSF	-	submitting jobs			5
13-Nov-2019			Biology, Medicine and Health	Supervisor	Python	None	None	Introduction to HPC using CSF	--	python 			3
13-Nov-2019			Science and Engineering	Supervisor	MATLAB, C/C++, CUDA	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to HPC using CSF	Increase pace.	Practise writing own jobfiles.	More complex tasks to complete/	Content was useful and interesting but could have been covered much quicker. Felt like it was dragging during both instruction and exercise parts. Perhaps you could run a condensed course for users more familiar with computing.	3
13-Nov-2019			Science and Engineering	Research IT newsletter (researchitnews.org)	Python	None	None	Introduction to HPC using CSF	Provide cheat-sheet print outs for linux/bash for brand new users.	Nothing, all was understandable	Content already filled a 1 day course, well timed	Delivery was excellent, examples were good	5
13-Nov-2019			PSS	StaffNet Learning and Development page	MATLAB, C/C++, Python, R	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Assertions (pre- and post-conditions), Unit testing, Defensive programming, Code reviews	Introduction to HPC using CSF	Perhaps move the first exercise forward a bit to make it interactive a little earlier.	The notes are a good reference so can revise concepts myself.		Even though I did not need the support of the instructors it is good to have them there in the case that one encounters issues, it is then much quicker and more interactive than doing those first steps remotely.	5
13-Nov-2019			Science and Engineering	StaffNet Learning and Development page	Python, R	None, Git	None	Introduction to iCSF & CSF	it was very good! Slightly  bigger size font on the screens	are you having to qsub these scripts and why are they txt rather than sh?		I am really happy to learn that I can make appointments to get help, very appreciated!	5
13-Nov-2019			Humanities	StaffNet Learning and Development page	MATLAB, Python, Stata	None	None	Introduction to HPC using CSF	Allocate more time for the part we did in the afternoon	Job parallel and Job array			5
14-Nov-2019			Biology, Medicine and Health	StaffNet Learning and Development page	Python, R, SPSS	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Unit testing, Defensive programming, Code reviews	Introduction to HPC using CSF	"Demonstrate how to run a job via the ""scratch"" environment rather then via the login node"	parameterization in job scripts (e.g. of filenames)		Helpful practical exercises	4
20-Nov-2019			Biology, Medicine and Health	Research IT newsletter (researchitnews.org)	R	Git	None	Introduction to the UNIX shell	touch on the software-unix inter-phase	loop	software - Unix overlapping 	no	4
20-Nov-2019			Biology, Medicine and Health	Supervisor	R	None	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to the UNIX shell	I believe the session was very effective as it was, the post-its were a particularly good idea.	Loops.	I think the session was very good as it was!	Using post-its to monitor how the session is going in real time was an excellent idea!	4
20-Nov-2019			Biology, Medicine and Health	Supervisor	Bash	None	None	Introduction to the UNIX shell	---	---	more details regarding shell script		3
20-Nov-2019			PSS	StaffNet Learning and Development page	None	Git	None	Introduction to the UNIX shell	Over 2 days	Scripting in the shell			4
20-Nov-2019			Science and Engineering	Supervisor	MATLAB, C/C++, Python	None	None	Introduction to the UNIX shell	N/A	N/A			4
20-Nov-2019			Science and Engineering	Supervisor	MATLAB	None	None	Introduction to the UNIX shell	Ask audience exercise questions	Loops		Could do with breaks, 3 hours in afternoon slot with no break is long	4
20-Nov-2019			Science and Engineering	Supervisor	None	None	None	Introduction to the UNIX shell	The pace was all over the place. I was able to keep abreast of the news and take a 15 minute phone call without falling behind. Release the notes prior and then just focus on exercises during the session.	The introduction slides as most of us had yet to even log in before the links were taken from the screen	Functions, structures etc		2
20-Nov-2019			Science and Engineering	CDT course	MATLAB	None	Comments	Introduction to the UNIX shell	At times he typed and talked too fast to follow	Scripts			4
20-Nov-2019			Science and Engineering	A University email list	Python	None	None	Introduction to the UNIX shell	Toilet/drink breaks	The 'Finding Things' section. We ran out of time at the end. Was a little rushed.	N/A	Really enjoyed the session. Efficient and effective.	4
20-Nov-2019			Science and Engineering	Supervisor	Python	None	None	Introduction to the UNIX shell	Take more time to ensure everyone is caught up with typing/following along. There were times that the instructor went too quickly and so you ended up stages behind where you should be. There should be more breaks to ensure that students can keep their focus, particularly the afternoon session is very long.	The final two sections.	N/A - good content range	N/A	3
20-Nov-2019			Science and Engineering	Part of course	MATLAB, Python, Bash	None	None	Introduction to the UNIX shell	It was very interactive and engaging but the lecture was too fast.	Loops and scripts	N/A	No opportunity to catch up as moved on to the next section too quickly.	4
20-Nov-2019			Science and Engineering	A University email list	MATLAB, Fortran, Python	None	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to the UNIX shell	could have gone through each section on the slides/ online info more slowly/ more info on how the teaching in the session works.	shell scripts section	how to solve simple equations using bash scripts	Impressed with facilities and tools used for teaching	4
20-Nov-2019			Science and Engineering	Supervisor	MATLAB, Python	None	None	Introduction to the UNIX shell	Instructors were all very good, some extra information on the course and why it is useful to us as PhD candidates would have been useful (through the AMSCDT at Manchester/Sheffield)	Scripts was covered quite quickly and would have been useful	Not enough experience to comment	Very interactive and clear to follow, resources good and nice to be able to access them out of class - would be great if could be sent on via email	4
20-Nov-2019			Biology, Medicine and Health	StaffNet Learning and Development page	MATLAB, Python, R	Git	None	Introduction to the UNIX shell	Go over the answers to the exercises rather than just asking if we had finished and move on.	N/A	Why use linux and unix vs windows and python. Why might linux / unix be a better choice than other another OS. 		3
24-Nov-2019			Biology, Medicine and Health	StaffNet Learning and Development page	Bash	None	None	Introduction to HPC using CSF	I fell behind in the afternoon and I would have found it helpful to have more time for the afternoon session.	We didn't finish the entire course during the day, so I would like to have repeated the bits we didn't have time for.			4
24-Nov-2019			Biology, Medicine and Health	StaffNet Learning and Development page	Bash	None	None	Introduction to the UNIX shell	I think there was more to do in the afternoon than the morning and we didn't finish the course, so it would have been useful to have more time for the afternoon episodes.	Most of the afternoon session.			4
26-Nov-2019			Biology, Medicine and Health	StaffNet Learning and Development page	Python, R	None	None	Introduction to HPC using CSF	Go through each practical step by step with the whole class after the student attempt. Newcomers find it really hard to understand how to input the correct program code into the terminal as well as te practical notes.	Practical 3 - 5 			4
29-Nov-2019			Humanities	Research IT newsletter (researchitnews.org)	Python	None	None	Introduction to Python	To explain logic, way of thinking when coding	Functions	As it's an Intro to Python session, I trust the instructor to cover the basics 	no	4
4-Dec-2019			Science and Engineering	StaffNet Learning and Development page	None	None	None	Introduction to LaTeX	 I think it's better to just stick with the absolute basics at the beginning and then keep the details for later on in the afternoon. 	How to use packages and where they are placed in TeXstudio			4
4-Dec-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB, Fortran, Python, R	None	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Defensive programming	Introduction to LaTeX	Nothing, very effective intro to LaTex	Inserting equations			5
4-Dec-2019			Humanities	StaffNet Learning and Development page	Python, R	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to LaTeX	na	math commands and referencing	maybe look more at how to code the references - like adding tags 	na	5
4-Dec-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB, Python, Mathematica	None	Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to LaTeX	more complicated examples	use of wizard 			5
4-Dec-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB, Python	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to LaTeX	Go more in depth into making/putting together bibtex files, eg. maybe get people to start putting one together themselves with papers they are using.	Tables.		Great course: I already had some experience with LaTeX for making CVs, but I still learnt a lot.	5
4-Dec-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB	None	Comments, Code reviews	Introduction to LaTeX	everything was good	everything was organized and very clear.	for one day training nothing more could be covered 	I was very satisfied with the training	5
4-Dec-2019			Science and Engineering	Word of mouth	MATLAB, C/C++, Python, html, java	Git, GitHub	Comments	Introduction to LaTeX	I think it was pretty effective	citations 	insert large data on a table and update it		4
4-Dec-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB, C/C++	None	None	Introduction to LaTeX	Provide more example resources	exercise 			5
4-Dec-2019			Science and Engineering	Research IT newsletter (researchitnews.org)	MATLAB	None	None	Introduction to LaTeX	The workshop could be split into multiple parts such that the initial part is dedicated to allowing the students to make a decision to switch to Latex and then have a more structured and longer duration with more examples.	Inserting figures	Importing references from Endnote		3
4-Dec-2019			Science and Engineering	A University email list	MATLAB, Python	None	Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to LaTeX	All thins are good.	exercise			4
4-Dec-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB, Python	Git	Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to LaTeX	provide more examples to explain each command	slices	how to use thesis template to write a thesis	No	5
4-Dec-2019			Science and Engineering	From the training Catalogue on my manchester elearning	MATLAB	None	None	Introduction to LaTeX	other things like math and more practicing but no time	formatting commands	Math	Great Instructor and assistance from the other two staff	5
4-Dec-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB, C/C++, Python	None	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Assertions (pre- and post-conditions)	Introduction to LaTeX	reference lib needs better example in the exercises example	Reference lib...	what is the difference between different bib packages? And how to debug the codes.		5
4-Dec-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB, Python	None	None	Introduction to LaTeX	None - lesson was very useful, and I got what I needed out of it.	Difficult to say as I've just started using but I'm sure I'll run into issues as I try more complicated things with LaTeX. Perhaps a worked example in the session of turning a Mendeley reference list to the LaTeX version?	Two-column documents	Great session! 	5
10-Dec-2019			PSS	Word of mouth	None	None	None	Programming in Python	stuff and things	everything			1
11-Dec-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB, Python, R	Git	Comments	Programming in Python	larger fonts	numpy arrays			4
11-Dec-2019			Biology, Medicine and Health	A University email list	Bash	None	None	Programming in Python	explaining the details more!	challenges	moe-vmd	No	4
11-Dec-2019			Biology, Medicine and Health	A University email list	Python, Bash	Subversion	None	Introduction to Python	providing a hard copy manual	coding method	Moe and VMD	No	4
11-Dec-2019			Humanities	Research IT newsletter (researchitnews.org)	MATLAB, R, Stata	None	None	Programming in Python	It was a good presentation	How to use spyder			5
11-Dec-2019			PSS	Searched on the training catalogue	Python	None	None	Programming in Python	It was a good pace but heavily orientated towards really specific data science examples	Numpy	More data applications	For me the course was a little too orientated towards data science and felt some of the examples were niche. I work in data analysis/data science mainly, and I know these courses are aimed at researchers, but I couldn't understand the Numpy image plotting lesson and some of the formulas because I don't have a strong mathematics background. I was hoping for more programming focus but it did feel very specific towards scientific analysis. I did enjoy the course though and picked up some useful skills!	4
11-Dec-2019			Biology, Medicine and Health	StaffNet Learning and Development page	Python, R, Bash	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Assertions (pre- and post-conditions), Unit testing, Defensive programming, Code reviews	Programming in Python	Maybe had a larger problem we worked through so by the end encompassed everything taught	Numpy	Bit more time if possible on Data visualisation	Overall very good and helpful	4
11-Dec-2019			PSS	A University email list	MATLAB, Python, R	None	None	Programming in Python	Not necessarily quicker, but needed to get into some examplmes quicker i.e gapminder	pandas, and the more advanced secions			3
11-Dec-2019			Science and Engineering	StaffNet Learning and Development page	Python, Java	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures)	Programming in Python	Make it a little more focused in more depth.	Probably more numpy.	OOP, advanced coding techniques.	Add more advanced coding courses. Add a C++ coding course.	4
11-Dec-2019			Humanities	StaffNet Learning and Development page	R, Stata	None	None	Introduction to Python	Probably adding some data analysis, such as regressions or models. 	It was a very useful and clear lecture. 			5
11-Dec-2019			Science and Engineering	Research IT newsletter (researchitnews.org)	Bash, VBA	None	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Assertions (pre- and post-conditions)	Programming in Python	"* Would preferred to have stuck to one environment: Jupyter or Spyder, ideally Spyder. 
* Could have slowed down a little bit, although, I do appreciate the amount of material and the varied level of the students."	.		Great course!	4
11-Dec-2019			Science and Engineering	Searched for computing course 	Python	I don't understand what this is asking	Again = no idea what this means	Programming in Python	"Slower pace might be better. Difficult to keep up and understand what is going on. Understanding why the code is doing what it is doing could have more explanation. Not just ""use this ..."""	Dictionaries & pandas	Attending class to lean what I need to use	"Overall quite good - topic's covered good. I felt I struggled with the pace though. I can read the lessons in my own time, I'm here so I can ask questions and get a good explanation of what is going on as information online is often confusing as it is written for people who already understand coding . 

No point in giving us the post-its if you just gonna fly through the materials anyway. I don't have programming background and have done little prior to starting the PhD so getting the opportunity to speak/ ask questions is quite valuable but I didn't really feel I could as others seems to understand/ pace was too fast. 

Helpers could do a better job of going round the room and asking if your struggling with tasks before you need to put up the post it so those that need assistance get it."	4
12-Dec-2019			Science and Engineering	StaffNet Learning and Development page	MATLAB, Python, Mathematica	None	Sub-programs (e.g. functions, subroutines, methods, procedures), Unit testing	Programming in Python	slightly slower, it was too much information in a short period of time.	Types of variables and access to their features.	Working with matrices	In general is good and useful. 	4
15-Jan-2020			Science and Engineering	StaffNet Learning and Development page	MATLAB	None	None	Introduction to Python	Nothing she was very attentive and effective	moving data from another program into Python			5
15-Jan-2020			Biology, Medicine and Health	StaffNet Learning and Development page	Python, R	None	None	Automation and Make	Go over basic glossary of terms used in Python e.g. mkdir	Setting up notebook and importing data.	None. 	None. 	4
15-Jan-2020			Science and Engineering	StaffNet Learning and Development page	MATLAB	None	Sub-programs (e.g. functions, subroutines, methods, procedures)	Programming in Python	everything was very good	everything was well defined and the course materials were well organised.	I liked everything about today		5
15-Jan-2020			Science and Engineering	My colleague 	MATLAB	None	Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to Python	Print some slides for the first part for the course 	Everything was good 			4
15-Jan-2020			PSS	StaffNet Learning and Development page	None	None	None	Introduction to Python	Talk slower and explain in a more cohesive, better prepared, more structured and logical way.	Lesson 5 - Storing Multiple Values in Lists			3
15-Jan-2020			Science and Engineering	Supervisor	MATLAB, Mathematica	None	Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to Python	more explanation and more people around to help the learners.	loops part			4
15-Jan-2020			Science and Engineering	A University email list	None	None	None	Introduction to Python	N/A	N/A			4
15-Jan-2020			Science and Engineering	StaffNet Learning and Development page	MATLAB, C/C++, Python, R	Git	Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to Python	All good	None			5
15-Jan-2020			Biology, Medicine and Health	StaffNet Learning and Development page	None	None	None	Introduction to Python	Excellent delivery of a hard subject, I have no comments to improve	Analysis of multiple files	Nil	Thank you for your time and expertise	5
15-Jan-2020			Science and Engineering	StaffNet Learning and Development page	R	None	None	Introduction to Python	pace was a bit slow	libraries - what ones are included in python? can you get additional ones and how?	using python for stats, reading spreadsheets with columns of different variables and assigning subjects to different groups	useful introduction	4
15-Jan-2020			Humanities	StaffNet Learning and Development page	Python, Bash, Java	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Defensive programming	Introduction to Python	There wasn't really anything to improve. The course was well paced and easy to follow.	Maybe playing a bit more with Matplot and visualisations, but this is just a personal preferences.		Ann is a very good course leader and her instructions are understandable and well timed. We got through the workbooks on time and there was enough room for questions. One minus: the machines in G11 take ages to log in and I had to work on my laptop as necessary softwares (i.e. Anaconda3 and Python) didn't run and couldn't be installed.	5
15-Jan-2020			Humanities	StaffNet Learning and Development page	None	None	None	Introduction to Python	Can’t think of	The topic on functions			4
15-Jan-2020			Biology, Medicine and Health	StaffNet Learning and Development page	Python, R	None	None	Introduction to Python	Focus more time in trickier bits	Functions			4
15-Jan-2020			Science and Engineering	StaffNet Learning and Development page	Python	None	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to Python	Spending too long on certain topics, e.g. for loops lesson just needs a couple of examples.	I can't think of anything.	more on plotting different types of graphs, e.g. histograms, box and whisker plots, scatter plots with regression line, etc....	"I had a laptop but I was not next to hte wall so it was difficult to charge my laptop.  So some more charging points that are accessible for people situated not next to the wall would have been better.  

I liked how a good amount of time was spent at hte start getting everyone set up with Python.  This was really helpful.  "	5
15-Jan-2020			Biology, Medicine and Health	StaffNet Learning and Development page	SPSS	None	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Unit testing, Defensive programming, Code reviews	Introduction to Python	Setup is not immediately clear	Defaults in functions		Code in notes could be commented to get salient points across more effectively	4
16-Jan-2020			Biology, Medicine and Health	StaffNet Learning and Development page	R	None	None	Introduction to Python	Extend the teaching hours, to cover some subjects in more depth. 	Visualize data. 	Statistics analysis of data. 		4
22-Jan-2020			Biology, Medicine and Health	A University email list	R	Git	None	Data analysis using R	Speak louder	Data analysis 	R for biologists (RNAseq analysis); bioinformatics 	N/A	4
22-Jan-2020			Science and Engineering	StaffNet Learning and Development page	None	None	None	Data analysis using R	Use less jargon. 	Manipulating tibbles and pipes. 		No	4
22-Jan-2020			Biology, Medicine and Health	eprog	None	None	None	Data analysis using R	Spent a bit more time on Tibbles near during the second part of the morning - this part felt rushed in comparison to what was done during the basic phase.	use of functions with tibbles	basic statistical techniques (e.g. correlation, t-test, ANOVA)	Pleasantly surprised coming in to this with no coding experience, I came out feeling equipped to try to learn it myself	5
22-Jan-2020			Biology, Medicine and Health	Word of mouth	SPSS	None	Sub-programs (e.g. functions, subroutines, methods, procedures)	Data analysis using R	go slower over the second half of course	graphs			4
22-Jan-2020			Biology, Medicine and Health	StaffNet Learning and Development page	None	None	None	Data analysis using R	talk less about basics, or faster, in order to be able to cover the entire material	Model Fitting 	NA	Could this be run over a couple of day? 1h or 2 hours daily, as it is hard to focus for the whole day and the time is anyways not enough to cover the whole material	4
24-Jan-2020			Science and Engineering	Looked on eProg	None	None	None	Introduction to Python	Instructor was good.	The last part.	I think this was a good introduction.	The course was very good, towards the end of the day it became a bit harder to keep up. Two half days would be more manageable.	4
4-Feb-2020			Science and Engineering	A University email list	Python	Git	None	Automation and Make	more breaks	it all good			5
4-Feb-2020			Science and Engineering	Timetable	MATLAB, Python	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Assertions (pre- and post-conditions)	Introduction to Python	Nothing, it was amazing	It was a good introductory course			5
4-Feb-2020			Science and Engineering	Supervisor	MATLAB	None	Comments	Programming in Python	None	Loops			5
4-Feb-2020			Science and Engineering	Research Software Engineering Practice Module	MATLAB, Python	None	Comments	Introduction to Python	N/A	Errors and Exceptions		Very logical and easy to follow lay-out.	5
4-Feb-2020			Science and Engineering	A University email list	MATLAB, Fortran, Python, Bash	Git	Sub-programs (e.g. functions, subroutines, methods, procedures)	Programming in Python	Satisfied. No action required.	Reading from multiple data files		None	5
4-Feb-2020			Science and Engineering	A University email list	Python	Git	None	Automation and Make	another break after lunch (5 min enough)	Reallly good lecture			5
4-Feb-2020			Science and Engineering	Part of MATS64662 Research Software Engineering Practice module	MATLAB, C/C++, Python	None	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Assertions (pre- and post-conditions)	Introduction to Python	N/A	N/A	N/A	Good pace and some nice tricks shown	5
4-Feb-2020			Science and Engineering	Supervisor	Python	None	None	Programming in Python	Didn't spend enough time on the harder concepts, so could have spent less time on the basics. 	Analysing data from multiple files.	A more in depth look into manipulating and plotting data in Python.	Very good workshop. Well communicated and fun to code along with. Would recommend.	5
4-Feb-2020			Science and Engineering	A University email list	Python	None	Comments	Introduction to Python	N/A	N/A		Basic introduction to python, which is good, but below the level I required.	4
4-Feb-2020			Science and Engineering	AMSCDT	MATLAB, Python	Git	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures), Unit testing	Introduction to Python	Great course, great instructor but very long and tiring day	All well explained and examples good, nothing to go back over but use in a 'real' project to get to grips with functions and practicing skills			4
4-Feb-2020			Science and Engineering	Supervisor	Python	None	Comments	Introduction to Python	Took greater advantage of teaching aids to break the class into ability groups by segmenting seating arrangements to those who have coded before, those who haven't and those fearful of machines.	Actually, the material was all pretty clear.	N/A as it was an introduction module. Perhaps structures if they are used in Python in a similar fashion to C?	Perhaps encourage those with prior experience in Python who are attending as part of the CDT research software module to complete lessons at their own pace rather than wait for the class?	4
4-Feb-2020			PSS	StaffNet Learning and Development page	MATLAB	None	None	Introduction to Python	Maybe split the course in two days, in order for the attendees to do the rest of exercises missed during the lesson.	Creating functions		Great tutorial, learned a lot	5
4-Feb-2020			Biology, Medicine and Health	StaffNet Learning and Development page	MATLAB	None	None	Introduction to Python	the lesson was okay but maybe split into 2-day course	visualising			4
5-Feb-2020			Science and Engineering	Research IT newsletter (researchitnews.org)	MATLAB	None	Assertions (pre- and post-conditions)	Introduction to Python	Maybe the instructor could just copy and paste the code. It would safe more time, so she can explain more detail.	The more detail explanation, and more tips using python.	Using machine learning in Python.	No	4
12-Feb-2020			Science and Engineering	Attendance required for MATS64662	MATLAB, Python, R	None	Comments, Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to Python	Break day into two afternoon sessions, rather than one full day.	None.	Useful Libraries for Data handling and Analysis	None.	5
13-Feb-2020			Science and Engineering	StaffNet Learning and Development page	MATLAB	None	Sub-programs (e.g. functions, subroutines, methods, procedures)	Introduction to MATLAB	Quite a good lesson, tea/coffee would be nice	Definitions of output etc			5
13-Feb-2020			Science and Engineering	Research IT newsletter (researchitnews.org)	MATLAB, Python	None	Sub-programs (e.g. functions, subroutines, methods, procedures), Assertions (pre- and post-conditions)	Introduction to MATLAB	Everything is good	Looping			5
13-Feb-2020			Biology, Medicine and Health	StaffNet Learning and Development page	MATLAB	None	None	Introduction to MATLAB	it was fine	creating variables	was a lot for a day	no	5
13-Feb-2020			Biology, Medicine and Health	A University email list	None	None	None	Introduction to MATLAB	Use less technical language or explain what all the words mean at the beginning eg a matrix is a table	All of it	When to use ' ' around a term and when not to etc....	Good course but not simple enough for a true novice	4
13-Feb-2020			Science and Engineering	StaffNet Learning and Development page	MATLAB, Python	None	Code reviews	Introduction to MATLAB	being a bit slower to suit beginners	Script writing	script writing	it was a  time well spent. Thanks to the organisers	4
13-Feb-2020			Biology, Medicine and Health	eProg training courses	MATLAB, R	Git	None	Introduction to MATLAB	It's a lot to get through in one day. Less content with more practice might yield better results for beginners.	creating a function	n/a	computer cluster was difficult to locate	3
13-Feb-2020			Biology, Medicine and Health	A University email list	MATLAB, Python	None	None	Introduction to MATLAB	Faster PC?	functions	booleans and some more complex concepts	Really good and engaging teacher	5
13-Feb-2020			Biology, Medicine and Health	StaffNet Learning and Development page	None	None	None	Introduction to MATLAB	Slow down a bit - difficult to type and follow	Conditioning and function			4
13-Feb-2020			PSS	Word of mouth	MATLAB, Python, R	Git	Comments	Introduction to MATLAB	It was perfect	Functions?		Mention about the Matlab phone app which students can use with their Matlab account?	5
13-Feb-2020			Science and Engineering	StaffNet Learning and Development page	MATLAB	None	None	Introduction to MATLAB	Brought some coffee and biscuits :)	Analyzing patient data from multiple files	How to use MATLAB to calculate error bars in the data	Cover Analyzing patient data from multiple files a little slower	4
